race_source_id,date,course,race_type,subtype,distance,distance_yards,horse,finish_position,or,pooled_rating,subtype_rating,subtype_same_day_rating,subtype_historical_rating,pooled_standard,subtype_standard,pooled_sample,subtype_sample
842538,2025-02-07,Kempton,handicap,hurdle,2m 5f,4620,Hawk Stone,9,102,-101.13,-101.13,-,-80.15,308.98,308.98,11,11
842538,2025-02-07,Kempton,handicap,hurdle,2m 5f,4620,Storm Dennis,8,106,-100.93,-100.93,-,-79.95,308.98,308.98,11,11
840903,2025-01-28,Chepstow,novice,hurdle,2m 11y,3531,Varinia,12,,-100.55,-98.81,-,0.12,240.18,240.53,35,20
837304,2025-01-05,Chepstow,handicap,chase,3m 2f 54y,5774,The Big Reveal,4,85,-99.65,-99.65,-,-,412.81,412.81,2,2
844655,2025-02-21,Exeter,chase,chase,3m 54y,5334,Ilovethenightlife,5,126,-99.59,-99.59,68.67,-49.27,381.06,381.06,14,14
888527,2025-11-05,Chepstow,maiden,hurdle,2m 3f 100y,4280,Dawn's Desire,9,,-99.32,-99.32,-,-86.24,296.73,296.73,21,21
844645,2025-02-20,Huntingdon,handicap,hurdle,2m 3f 137y,4317,Love True,2,93,299.30,299.30,-,321.71,290.52,290.52,14,14
894441,2025-12-18,Exeter,handicap,chase,3m 54y,5334,Sheldon,3,117,-98.93,-98.93,71.85,27.41,381.06,381.06,14,14
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Kiss My Face,1,105,298.86,298.86,-,271.33,382.89,382.89,9,9
896324,2025-12-31,Uttoxeter,handicap,chase,3m 10y,5290,Nine Nine Nine,7,83,-98.60,-98.60,11.29,-72.33,371.63,371.63,14,14
865308,2025-06-29,Cartmel,handicap,chase,3m 1f 107y,5607,Thehairyfella,3,88,-98.33,-98.33,-,-65.93,393.51,393.51,7,7
845381,2025-02-26,Wetherby,handicap,hurdle,3m 26y,5306,Hurricane Highway,7,122,-98.01,-98.01,-,-39.21,361.35,361.35,9,9
888527,2025-11-05,Chepstow,maiden,hurdle,2m 3f 100y,4280,Mr Griffiths,8,,-97.82,-97.82,-,-84.74,296.73,296.73,21,21
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Belladinotte,2,79,297.36,297.36,-,269.83,382.89,382.89,9,9
840902,2025-01-28,Chepstow,handicap,chase,2m 7f 131y,5191,Bampton Star,6,99,-96.96,-86.70,-,54.24,361.16,363.26,20,8
893145,2025-12-09,Uttoxeter,handicap,hurdle,2m 3f 207y,4387,It's Maisy,8,96,-96.87,-96.87,-2.12,-38.70,301.73,301.73,31,31
885395,2025-10-21,Perth,handicap,hurdle,2m 4f 35y,4435,Feach Amach,6,105,-96.62,-96.62,-,-38.36,305.47,305.47,23,23
865308,2025-06-29,Cartmel,handicap,chase,3m 1f 107y,5607,Ali Star Bert,2,100,-96.58,-96.58,-,-64.18,393.51,393.51,7,7
893226,2025-12-10,Hexham,handicap,hurdle,2m 4f 28y,4428,Getaway Master,2,90,-96.58,-96.58,79.82,0.75,316.10,316.10,19,19
845184,2025-02-21,Exeter,handicap,hurdle,2m 161y,3681,Presenting Nelly,3,97,-95.69,-103.17,16.60,-61.47,253.39,251.88,24,18
886745,2025-10-29,Newton Abbot,maiden,nh_flat,2m 167y,3687,Scorporite,11,,-95.68,-103.99,-35.35,-94.91,246.65,245.10,35,7
845185,2025-02-21,Exeter,handicap,hurdle,2m 5f 137y,4757,Speiriuil,6,103,-95.41,-95.41,57.67,-37.56,331.93,331.93,9,9
893225,2025-12-10,Hexham,maiden,hurdle,2m 4f 28y,4428,Cold Henry,4,,-95.40,-95.40,89.43,2.30,316.10,316.10,19,19
843759,2025-02-15,Wincanton,handicap,hurdle,3m 150y,5430,Briefly,2,103,-95.35,-95.35,-,-39.69,372.49,372.49,6,6
845370,2025-02-26,Bangor-on-Dee,handicap,chase,2m 1f 77y,3817,Jaitroplaclasse,3,100,-95.20,-95.20,-,-9.00,256.28,256.28,9,9
893226,2025-12-10,Hexham,handicap,hurdle,2m 4f 28y,4428,King Gris,1,68,-95.08,-95.08,81.32,2.25,316.10,316.10,19,19
895800,2025-12-27,Wetherby,handicap,hurdle,3m 26y,5306,Little Soiree,14,94,-94.96,-94.96,-,-49.15,361.35,361.35,9,9
842538,2025-02-07,Kempton,handicap,hurdle,2m 5f,4620,Sun Joy,7,106,-94.93,-94.93,-,-73.95,308.98,308.98,11,11
876415,2025-08-30,Newton Abbot,maiden,hurdle,2m 167y,3687,Never Told Me,2,,-94.93,-94.93,-,-110.35,246.65,246.65,35,27
843759,2025-02-15,Wincanton,handicap,hurdle,3m 150y,5430,Badbury Rings,1,101,-94.85,-94.85,-,-39.19,372.49,372.49,6,6
865308,2025-06-29,Cartmel,handicap,chase,3m 1f 107y,5607,Judicial Review,1,80,-94.58,-94.58,-,-62.18,393.51,393.51,7,7
896320,2025-12-31,Uttoxeter,handicap,hurdle,2m 7f 70y,5130,Shesupincourt,8,75,-94.58,-94.58,14.48,-69.42,352.19,352.19,25,25
869062,2025-07-20,Stratford,handicap,hurdle,3m 2f 83y,5803,Ocean Legacy,3,88,-94.53,-94.53,-,-118.48,400.50,400.50,3,3
844653,2025-02-21,Exeter,novice,hurdle,2m 161y,3681,Stinginhisstep,6,,-94.08,-101.61,20.84,-68.24,253.39,251.88,24,18
895859,2025-12-29,Kelso,handicap,chase,3m 2f 39y,5759,Blakey Boy,2,100,-93.96,-93.96,-,-67.06,398.64,398.64,3,3
845370,2025-02-26,Bangor-on-Dee,handicap,chase,2m 1f 77y,3817,Jackpot Cash,2,92,-93.95,-93.95,-,-7.75,256.28,256.28,9,9
862836,2025-06-14,Hexham,handicap,hurdle,2m 4f 28y,4428,Dinons,8,125,-93.74,-93.74,-,-111.93,316.10,316.10,19,19
887959,2025-11-05,Chepstow,,nh_flat,2m 16y,3536,Jacquette,11,,-93.69,-107.99,-,-96.64,253.27,250.50,11,2
888544,2025-11-08,Wincanton,handicap,chase,3m 1f 30y,5530,Gustavian,1,127,293.63,293.63,163.72,255.31,410.61,410.61,10,10
887398,2025-11-01,Wetherby,chase,chase,3m 45y,5325,Ga Law,3,155,293.30,293.30,-,265.34,395.28,395.28,13,13
842734,2025-02-09,Exeter,maiden,nh_flat,2m 161y,3681,She That Shares,8,,-92.66,-30.93,-1.00,-8.66,253.52,264.87,24,5
845773,2025-02-28,Ffos Las,maiden,hurdle,2m 4f,4400,Girls Best Friend,5,,-92.56,-92.56,62.51,15.80,303.58,303.58,26,26
841068,2025-01-25,Uttoxeter,handicap,hurdle,2m 3f 207y,4387,Polly Pi,9,87,-92.49,-92.49,-8.44,-55.59,301.73,301.73,31,31
840902,2025-01-28,Chepstow,handicap,chase,2m 7f 131y,5191,The Big Reveal,5,82,-92.46,-82.20,-,58.74,361.16,363.26,20,8
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Victory Club,3,92,292.36,292.36,-,264.83,382.89,382.89,9,9
892736,2025-12-04,Market Rasen,handicap,chase,2m 3f 34y,4214,Lord Maher,7,87,-92.29,-92.29,-,-67.88,294.85,294.85,5,5
894776,2025-12-21,Fakenham,handicap,chase,3m 5f 24y,6404,To Be Sure,4,91,-92.24,-92.24,-,-41.23,475.42,475.42,2,2
843753,2025-02-15,Wincanton,handicap,hurdle,2m 5f 82y,4702,King Of The Lake,1,102,-92.23,-92.23,-,-63.72,310.06,310.06,5,5
845189,2025-02-21,Warwick,handicap,hurdle,3m 2f,5720,Keppel Queen,2,102,-92.20,-92.20,-,-31.53,379.72,379.72,5,5
845370,2025-02-26,Bangor-on-Dee,handicap,chase,2m 1f 77y,3817,Eric Carmen,1,71,-92.20,-92.20,-,-6.00,256.28,256.28,9,9
852224,2025-04-11,Ayr,handicap,hurdle,2m 5f 91y,4711,The Four Sixes,1,137,292.05,292.05,165.79,300.54,351.14,351.14,3,3
840552,2025-01-25,Uttoxeter,handicap,chase,3m 2f 13y,5733,Atlanta Brave,4,122,-91.88,-91.88,13.79,-48.47,405.30,405.30,7,7
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Tees Comp's Clive,4,82,291.36,291.36,-,263.83,382.89,382.89,9,9
842721,2025-02-09,Chepstow,handicap,hurdle,2m 7f 131y,5191,Thirtyfour Thirty,6,99,-91.27,-115.09,-4.87,-24.91,361.16,356.32,20,11
895800,2025-12-27,Wetherby,handicap,hurdle,3m 26y,5306,Perfect Poli,13,79,-91.21,-91.21,-,-45.40,361.35,361.35,9,9
845189,2025-02-21,Warwick,handicap,hurdle,3m 2f,5720,Barricane,1,103,-91.20,-91.20,-,-30.53,379.72,379.72,5,5
844655,2025-02-21,Exeter,chase,chase,3m 54y,5334,Lady Balko,4,135,-91.09,-91.09,77.17,-40.77,381.06,381.06,14,14
896320,2025-12-31,Uttoxeter,handicap,hurdle,2m 7f 70y,5130,Coventry,7,82,-91.08,-91.08,17.98,-65.92,352.19,352.19,25,25
840903,2025-01-28,Chepstow,novice,hurdle,2m 11y,3531,King's Consort,11,,-91.05,-89.31,-,9.62,240.18,240.53,35,20
848127,2025-03-15,Uttoxeter,,nh_flat,1m 7f 168y,3468,On Top Of The Moon,12,,-90.95,-90.95,-50.60,-85.44,236.00,236.00,50,8
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Thank You Blue,5,104,290.86,290.86,-,263.33,382.89,382.89,9,9
840902,2025-01-28,Chepstow,handicap,chase,2m 7f 131y,5191,Shot Boii,4,100,-90.71,-80.45,-,60.49,361.16,363.26,20,8
845776,2025-02-28,Ffos Las,handicap,chase,2m 3f 83y,4263,Mystic Man,5,86,-90.51,-90.51,39.25,14.24,309.05,309.05,9,9
892127,2025-12-01,Plumpton,,nh_flat,2m 1f 169y,3909,Road To Nirvana,7,,-89.76,-89.76,-,-39.31,264.10,264.10,2,2
891846,2025-11-29,Bangor-on-Dee,handicap,chase,2m 4f 72y,4472,Regal Renaissance,3,112,-89.69,-89.69,25.83,-37.28,302.99,302.99,8,8
836801,2025-01-01,Fakenham,handicap,hurdle,2m 7f 95y,5155,Malago Rose,1,94,-89.52,-89.52,-,-16.47,364.05,364.05,7,7
890412,2025-11-20,Wincanton,handicap,chase,1m 7f 149y,3449,Jaitroplaclasse,7,101,289.05,289.05,-,268.63,250.39,250.39,2,2
896320,2025-12-31,Uttoxeter,handicap,hurdle,2m 7f 70y,5130,Hobb's Delight,6,89,-88.83,-88.83,20.23,-63.67,352.19,352.19,25,25
842700,2025-02-08,Uttoxeter,handicap,chase,3m,5280,Ronnies Reflection,4,85,-88.39,-88.39,-,-41.07,375.37,375.37,3,3
853410,2025-04-19,Newton Abbot,maiden,hurdle,2m 2f 110y,4070,Daisy Me Rollin,9,,-88.27,-88.27,-5.51,25.33,267.36,267.36,11,11
853410,2025-04-19,Newton Abbot,maiden,hurdle,2m 2f 110y,4070,Gorcombe And Wise,8,,-87.97,-87.97,-5.21,25.63,267.36,267.36,11,11
896320,2025-12-31,Uttoxeter,handicap,hurdle,2m 7f 70y,5130,Sandscape,5,96,-87.83,-87.83,21.23,-62.67,352.19,352.19,25,25
893225,2025-12-10,Hexham,maiden,hurdle,2m 4f 28y,4428,Kool Raoul,3,108,-87.40,-87.40,97.43,10.30,316.10,316.10,19,19
887398,2025-11-01,Wetherby,chase,chase,3m 45y,5325,Hewick,4,158,287.30,287.30,-,259.34,395.28,395.28,13,13
845578,2025-02-27,Taunton,handicap,hurdle,2m 7f 198y,5258,Looking For Larry,7,106,-87.29,-87.29,-,-31.50,359.03,359.03,9,9
843008,2025-02-07,Kempton,maiden,nh_flat,2m,3520,Monansunu,8,,-87.23,-37.47,-,-20.60,230.06,239.80,23,3
876415,2025-08-30,Newton Abbot,maiden,hurdle,2m 167y,3687,Manyana Blue,1,94,-86.93,-86.93,-,-102.35,246.65,246.65,35,27
845578,2025-02-27,Taunton,handicap,hurdle,2m 7f 198y,5258,Longshanks,6,109,-86.79,-86.79,-,-31.00,359.03,359.03,9,9
840902,2025-01-28,Chepstow,handicap,chase,2m 7f 131y,5191,Twilight Glory,3,96,-86.71,-76.45,-,64.49,361.16,363.26,20,8
896324,2025-12-31,Uttoxeter,handicap,chase,3m 10y,5290,Gata Ban,6,95,-86.60,-86.60,23.29,-60.33,371.63,371.63,14,14
844653,2025-02-21,Exeter,novice,hurdle,2m 161y,3681,Berkshire Lad,5,,-86.58,-94.11,28.34,-60.74,253.39,251.88,24,18
842721,2025-02-09,Chepstow,handicap,hurdle,2m 7f 131y,5191,Pride Of Paris,5,98,-86.52,-110.34,-0.12,-20.16,361.16,356.32,20,11
841177,2025-01-26,Fontwell,,nh_flat,2m 1f 162y,3902,Aureus,7,,-86.31,-104.30,6.25,-39.89,266.10,262.63,40,7
889033,2025-11-12,Bangor-on-Dee,hurdle,hurdle,2m 145y,3665,On Subs,8,,-86.27,-86.25,-4.74,-37.32,244.50,244.50,20,17
852224,2025-04-11,Ayr,handicap,hurdle,2m 5f 91y,4711,Florida Dreams,2,123,286.05,286.05,159.79,294.54,351.14,351.14,3,3
895859,2025-12-29,Kelso,handicap,chase,3m 2f 39y,5759,Golden Point,1,110,-85.96,-85.96,-,-59.06,398.64,398.64,3,3
894441,2025-12-18,Exeter,handicap,chase,3m 54y,5334,Operation Manna,2,125,-85.93,-85.93,84.85,40.41,381.06,381.06,14,14
845185,2025-02-21,Exeter,handicap,hurdle,2m 5f 137y,4757,Kingston Gent,5,103,-85.91,-85.91,67.17,-28.06,331.93,331.93,9,9
884365,2025-10-15,Wetherby,handicap,chase,2m 3f 85y,4265,Magistrato,1,123,285.87,285.87,-,263.71,311.87,311.87,15,15
842721,2025-02-09,Chepstow,handicap,hurdle,2m 7f 131y,5191,I'm A Starman,4,100,-85.77,-109.59,0.63,-19.41,361.16,356.32,20,11
895800,2025-12-27,Wetherby,handicap,hurdle,3m 26y,5306,Walk My Way,12,69,-85.71,-85.71,-,-39.90,361.35,361.35,9,9
892832,2025-12-05,Exeter,,nh_flat,2m 161y,3681,Getavispa,15,,-85.35,-82.04,-,-34.42,253.39,254.03,24,5
880460,2025-09-23,Warwick,handicap,chase,3m,5280,Bumpy Evans,1,112,285.18,285.18,-,204.58,376.02,376.02,10,10
842534,2025-02-07,Bangor-on-Dee,handicap,hurdle,2m 3f 123y,4303,Flora Paget,10,89,-85.14,-85.14,-,-29.16,287.48,287.48,20,20
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Red Force One,6,102,284.86,284.86,-,257.33,382.89,382.89,9,9
834743,2025-01-01,Cheltenham,handicap,hurdle,2m 7f 213y,5273,An Tailliur,9,130,-84.61,-84.61,32.49,28.78,359.11,359.11,7,7
842721,2025-02-09,Chepstow,handicap,hurdle,2m 7f 131y,5191,Pipers Cross,3,99,-84.52,-108.34,1.88,-18.16,361.16,356.32,20,11
840902,2025-01-28,Chepstow,handicap,chase,2m 7f 131y,5191,The Midwife,2,85,-84.46,-74.20,-,66.74,361.16,363.26,20,8
842695,2025-02-08,Uttoxeter,novice,hurdle,2m 7f 70y,5130,Great Name That,5,115,-84.46,-84.46,-,-32.04,352.19,352.19,25,25
866535,2025-07-06,Market Rasen,maiden,nh_flat,2m 125y,3645,Foxburrow Forever,8,,-84.31,-99.59,-16.80,-53.23,254.00,250.96,39,11
888544,2025-11-08,Wincanton,handicap,chase,3m 1f 30y,5530,Scarface,2,136,284.13,284.13,154.22,245.81,410.61,410.61,10,10
845381,2025-02-26,Wetherby,handicap,hurdle,3m 26y,5306,Sam's Choice,6,118,-84.01,-84.01,-,-25.21,361.35,361.35,9,9
865050,2025-06-27,Cartmel,handicap,chase,2m 5f 34y,4654,Judicial Review,6,80,-83.73,-83.73,0.09,-31.91,328.40,328.40,9,9
845381,2025-02-26,Wetherby,handicap,hurdle,3m 26y,5306,Hajey,5,117,-83.71,-83.71,-,-24.91,361.35,361.35,9,9
847064,2025-03-08,Hereford,maiden,hurdle,2m 3f 147y,4327,King Troy,10,,-83.59,-83.59,-60.80,-84.68,290.54,290.54,18,18
894770,2025-12-21,Lingfield,handicap,hurdle,2m 3f 110y,4290,Known Warrior,6,102,-83.58,-83.58,-,-46.06,299.75,299.75,11,11
845374,2025-02-26,Bangor-on-Dee,maiden,hurdle,2m 3f 123y,4303,Winchmore Hill,2,110,-83.36,-83.36,-,21.08,287.48,287.48,20,20
845773,2025-02-28,Ffos Las,maiden,hurdle,2m 4f,4400,Ferando,4,,-83.06,-83.06,72.01,25.30,303.58,303.58,26,26
896320,2025-12-31,Uttoxeter,handicap,hurdle,2m 7f 70y,5130,Donttellyamumjack,4,83,-82.83,-82.83,26.23,-57.67,352.19,352.19,25,25
837304,2025-01-05,Chepstow,handicap,chase,3m 2f 54y,5774,Fortunefavorsdbold,3,101,-82.65,-82.65,-,-,412.81,412.81,2,2
887398,2025-11-01,Wetherby,chase,chase,3m 45y,5325,The Real Whacker,5,156,282.55,282.55,-,254.59,395.28,395.28,13,13
849308,2025-04-03,Aintree,chase,chase,2m 5f 19y,4639,Ramillies,22,129,-82.54,-82.54,-65.04,-73.74,321.33,321.33,2,2
895800,2025-12-27,Wetherby,handicap,hurdle,3m 26y,5306,Moveonbuy,11,83,-82.46,-82.46,-,-36.65,361.35,361.35,9,9
845381,2025-02-26,Wetherby,handicap,hurdle,3m 26y,5306,Curley Finger,4,124,-82.46,-82.46,-,-23.66,361.35,361.35,9,9
845784,2025-02-28,Newbury,handicap,hurdle,3m 52y,5332,Press Your Luck,8,127,-82.39,-82.39,-15.61,5.36,358.25,358.25,4,4
837304,2025-01-05,Chepstow,handicap,chase,3m 2f 54y,5774,Stellar Stream,2,105,-82.35,-82.35,-,-,412.81,412.81,2,2
840543,2025-01-26,Fontwell,handicap,chase,2m 5f 135y,4755,Sir Rock,5,96,-82.32,-82.32,26.33,-25.53,342.37,342.37,7,7
844853,2025-02-23,Fontwell,maiden,nh_flat,2m 1f 162y,3902,Mistress Fox,7,,-82.30,-100.48,-,-14.17,266.10,262.63,40,7
844645,2025-02-20,Huntingdon,handicap,hurdle,2m 3f 137y,4317,Jailbird,3,81,282.30,282.30,-,304.71,290.52,290.52,14,14
844853,2025-02-23,Fontwell,maiden,nh_flat,2m 1f 162y,3902,Khalife Des Obeaux,6,,-82.00,-100.18,-,-13.87,266.10,262.63,40,7
885396,2025-10-21,Perth,handicap,hurdle,2m 4f 35y,4435,Coventry,7,87,-82.00,-82.00,-,-24.97,305.47,305.47,23,23
840902,2025-01-28,Chepstow,handicap,chase,2m 7f 131y,5191,Jo Lescribaa,1,96,-81.96,-71.70,-,69.24,361.16,363.26,20,8
893229,2025-12-10,Hexham,handicap,chase,1m 7f 133y,3433,Blended Stealth,5,75,-81.95,-81.95,52.12,-6.48,250.45,250.45,7,7
857320,2025-05-14,Perth,chase,chase,2m 7f 180y,5240,Deerstalker,4,106,-81.86,-81.86,-,-101.47,368.13,368.13,15,15
888528,2025-11-05,Chepstow,maiden,hurdle,2m 3f 100y,4280,Parliamo,8,,-81.76,-81.76,-,-68.12,296.73,296.73,21,21
896324,2025-12-31,Uttoxeter,handicap,chase,3m 10y,5290,Emotional Roller,5,89,-81.60,-81.60,28.29,-55.33,371.63,371.63,14,14
844648,2025-02-20,Lingfield,maiden,hurdle,2m 3f 110y,4290,Bollin Thou,9,,-81.50,-81.50,-,-33.19,299.75,299.75,11,11
840901,2025-01-28,Chepstow,handicap,chase,2m 11y,3531,Idy Wood,4,124,-81.50,-89.70,-,3.34,240.18,238.57,35,7
881203,2025-09-23,Warwick,handicap,hurdle,3m 2f,5720,My Gift To You,1,110,281.48,281.48,-,185.19,386.00,386.00,5,5
888295,2025-11-07,Fontwell,handicap,chase,3m 1f 210y,5710,He Is A Cracker,3,85,-81.46,-81.46,-,-47.18,406.70,406.70,13,13
844648,2025-02-20,Lingfield,maiden,hurdle,2m 3f 110y,4290,Dark Mystery,8,,-81.40,-81.40,-,-33.09,299.75,299.75,11,11
888544,2025-11-08,Wincanton,handicap,chase,3m 1f 30y,5530,Credo,3,133,281.38,281.38,151.47,243.06,410.61,410.61,10,10
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Rebel Intentions,7,92,281.36,281.36,-,253.83,382.89,382.89,9,9
844654,2025-02-21,Exeter,handicap,chase,3m 54y,5334,Alcedo,3,122,-81.34,-81.34,92.86,-34.05,381.06,381.06,14,14
894441,2025-12-18,Exeter,handicap,chase,3m 54y,5334,Isaac Des Obeaux,1,127,-80.93,-80.93,89.85,45.41,381.06,381.06,14,14
885396,2025-10-21,Perth,handicap,hurdle,2m 4f 35y,4435,Follow Charlie,6,104,-80.75,-80.75,-,-23.72,305.47,305.47,23,23
845381,2025-02-26,Wetherby,handicap,hurdle,3m 26y,5306,Benassi,3,120,-80.71,-80.71,-,-21.91,361.35,361.35,9,9
894605,2025-12-19,Uttoxeter,handicap,hurdle,2m 3f 207y,4387,The Last Drop,7,80,-80.69,-80.69,44.71,44.71,301.73,301.73,31,31
892736,2025-12-04,Market Rasen,handicap,chase,2m 3f 34y,4214,Caro Des Flos,6,80,-80.29,-80.29,-,-55.88,294.85,294.85,5,5
843008,2025-02-07,Kempton,maiden,nh_flat,2m,3520,Harksman,7,,-80.23,-30.47,-,-13.60,230.06,239.80,23,3
844656,2025-02-21,Exeter,handicap,chase,3m 6f 153y,6753,Gold Clermont,5,110,-80.14,-80.14,136.39,-13.18,506.52,506.52,2,2
844655,2025-02-21,Exeter,chase,chase,3m 54y,5334,La Malmason,3,143,-80.09,-80.09,88.17,-29.77,381.06,381.06,14,14
852224,2025-04-11,Ayr,handicap,hurdle,2m 5f 91y,4711,I Love My Baie,3,134,280.05,280.05,153.79,288.54,351.14,351.14,3,3
852224,2025-04-11,Ayr,handicap,hurdle,2m 5f 91y,4711,Phantomofthepoints,4,130,279.95,279.95,153.69,288.44,351.14,351.14,3,3
884366,2025-10-15,Wetherby,handicap,hurdle,3m 26y,5306,Romeo Brown,8,99,279.61,279.61,-,252.08,382.89,382.89,9,9
869241,2025-07-21,Cartmel,handicap,hurdle,2m 6f 31y,4871,Myfavouritesister,10,77,-79.52,-79.52,15.07,3.95,335.55,335.55,12,12
840229,2025-01-23,Wetherby,handicap,hurdle,2m 3f 154y,4334,Montana Golden,12,90,-79.45,-79.45,-,-27.41,305.86,305.86,16,16
866533,2025-07-06,Market Rasen,handicap,chase,2m 5f 89y,4709,Genois,5,122,-79.41,-79.41,30.72,-19.57,330.78,330.78,12,12
896321,2025-12-31,Uttoxeter,maiden,hurdle,2m 7f 70y,5130,Firm But Fair,3,,-79.34,-79.34,28.99,-54.15,352.19,352.19,25,25
841550,2025-01-28,Chepstow,,nh_flat,2m 11y,3531,Tenbob Tommy,7,,-79.29,-108.10,-,-4.68,240.18,234.57,35,6
880460,2025-09-23,Warwick,handicap,chase,3m,5280,Smugglers Haven,2,115,279.18,279.18,-,198.58,376.02,376.02,10,10
845784,2025-02-28,Newbury,handicap,hurdle,3m 52y,5332,Ramo,7,123,-79.14,-79.14,-12.36,8.61,358.25,358.25,4,4
893143,2025-12-09,Uttoxeter,handicap,chase,3m 10y,5290,Popova,6,123,-78.92,-78.92,31.38,-1.35,371.63,371.63,14,14
845185,2025-02-21,Exeter,handicap,hurdle,2m 5f 137y,4757,Native Moon,4,100,-78.91,-78.91,74.17,-21.06,331.93,331.93,9,9
893225,2025-12-10,Hexham,maiden,hurdle,2m 4f 28y,4428,Cushendun,2,,-78.90,-78.90,105.93,18.80,316.10,316.10,19,19
845190,2025-02-21,Warwick,novice,hurdle,2m 3f,4180,Absolutely Certain,7,,-78.67,-78.67,-,-32.44,273.82,273.82,16,16
881203,2025-09-23,Warwick,handicap,hurdle,3m 2f,5720,Prince De Juilley,2,100,278.48,278.48,-,182.19,386.00,386.00,5,5
843008,2025-02-07,Kempton,maiden,nh_flat,2m,3520,Oh My Guinness,6,,-78.48,-28.72,-,-11.85,230.06,239.80,23,3
893225,2025-12-10,Hexham,maiden,hurdle,2m 4f 28y,4428,Tashkhan,1,,-78.40,-78.40,106.43,19.30,316.10,316.10,19,19
842700,2025-02-08,Uttoxeter,handicap,chase,3m,5280,Lyrical Genius,3,100,-78.39,-78.39,-,-31.07,375.37,375.37,3,3
840903,2025-01-28,Chepstow,novice,hurdle,2m 11y,3531,Kiss Me Moon,10,,-78.05,-76.31,-,22.62,240.18,240.53,35,20
852224,2025-04-11,Ayr,handicap,hurdle,2m 5f 91y,4711,Irish Hill,5,133,277.95,277.95,151.69,286.44,351.14,351.14,3,3
844655,2025-02-21,Exeter,chase,chase,3m 54y,5334,Malina Girl,2,142,-77.84,-77.84,90.42,-27.52,381.06,381.06,14,14
893228,2025-12-10,Hexham,handicap,chase,2m 4f 15y,4415,Halpha Soleil,5,105,-77.83,-77.83,106.83,22.51,321.05,321.05,11,11
862836,2025-06-14,Hexham,handicap,hurdle,2m 4f 28y,4428,Buy Some Time,7,115,-77.74,-77.74,-,-95.93,316.10,316.10,19,19
894602,2025-12-19,Uttoxeter,handicap,chase,3m 10y,5290,Try The Money,2,77,-77.61,-77.61,65.62,47.06,371.63,371.63,14,14
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,Jump Allen,1,128,277.52,277.52,-,261.73,324.83,324.83,7,7
845784,2025-02-28,Newbury,handicap,hurdle,3m 52y,5332,Itseemslikeit,6,118,-77.39,-77.39,-10.61,10.36,358.25,358.25,4,4
896324,2025-12-31,Uttoxeter,handicap,chase,3m 10y,5290,Good Work,4,102,-77.35,-77.35,32.54,-51.08,371.63,371.63,14,14
885396,2025-10-21,Perth,handicap,hurdle,2m 4f 35y,4435,Sauce Of Life,5,107,-77.25,-77.25,-,-20.22,305.47,305.47,23,23
845773,2025-02-28,Ffos Las,maiden,hurdle,2m 4f,4400,Fat Faced Columbo,3,,-77.06,-77.06,78.01,31.30,303.58,303.58,26,26
876424,2025-08-30,Newton Abbot,handicap,chase,3m 1f 170y,5670,Testflight,5,81,-77.04,-77.04,-,-70.07,396.58,396.58,14,14
845381,2025-02-26,Wetherby,handicap,hurdle,3m 26y,5306,Shared,2,114,-76.96,-76.96,-,-18.16,361.35,361.35,9,9
844654,2025-02-21,Exeter,handicap,chase,3m 54y,5334,Stans The Man,2,118,-76.84,-76.84,97.36,-29.55,381.06,381.06,14,14
845777,2025-02-28,Ffos Las,handicap,hurdle,2m 4f,4400,Coup De Gold,5,81,-76.51,-76.51,63.96,38.01,303.58,303.58,26,26
879024,2025-09-15,Worcester,maiden,hurdle,2m,3520,Lucky In Taipan,13,80,-76.33,-73.14,-25.71,-68.07,235.44,236.05,46,34
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,Mostly Sunny,2,109,276.27,276.27,-,260.48,324.83,324.83,7,7
885396,2025-10-21,Perth,handicap,hurdle,2m 4f 35y,4435,Burning It Up,4,94,-76.25,-76.25,-,-19.22,305.47,305.47,23,23
842700,2025-02-08,Uttoxeter,handicap,chase,3m,5280,Dunworley,2,80,-76.14,-76.14,-,-28.82,375.37,375.37,3,3
896324,2025-12-31,Uttoxeter,handicap,chase,3m 10y,5290,Fortunefavorsdbold,3,97,-76.10,-76.10,33.79,-49.83,371.63,371.63,14,14
844655,2025-02-21,Exeter,chase,chase,3m 54y,5334,Don't Rightly Know,1,137,-76.09,-76.09,92.17,-25.77,381.06,381.06,14,14
840903,2025-01-28,Chepstow,novice,hurdle,2m 11y,3531,Kate Of The Lodge,9,,-76.05,-74.31,-,24.62,240.18,240.53,35,20
881203,2025-09-23,Warwick,handicap,hurdle,3m 2f,5720,Kiss My Face,3,106,275.98,275.98,-,179.69,386.00,386.00,5,5
854537,2025-04-26,Sandown,handicap,hurdle,2m 3f 173y,4353,King Alexander,3,135,275.97,275.97,-,260.18,324.83,324.83,7,7
