race_source_id,date,course,distance,distance_yards,going,runner,finish_position,or,base_rating,same_day_rating,historical_fallback_rating,base_standard,actual,deviation_seconds,deviation_per_f,standard_sample_size,standard_sample_stdev,same_day_peers,same_day_stdev,historical_sample,likely_cause
839098,2025-01-11,Ffos Las,2m 4f,4400,Soft (Heavy in places),Presenting Nelly,11,104,-114.73,-23.45,-46.05,303.58,336.70,33.12,1.66,26,12.98,7,0.39,15,bad_or_implausible_winning_time_or_configuration
887398,2025-11-01,Wetherby,3m 45y,5325,Good,Pic D'Orhy,2,162,314.30,196.36,286.34,395.28,356.81,-38.47,-1.59,13,10.75,6,0.39,793,bad_or_implausible_winning_time_or_configuration
843759,2025-02-15,Wincanton,3m 150y,5430,Soft (Good to Soft in places),Copshill Lad,5,109,-113.60,41.01,-57.94,372.49,411.90,39.41,1.60,6,14.62,6,0.32,98,bad_or_implausible_winning_time_or_configuration
845774,2025-02-28,Ffos Las,2m 7f 191y,5251,Heavy,River Voyage,1,91,-113.04,50.51,14.67,365.08,409.37,44.29,1.86,9,10.69,5,0.20,44,bad_or_implausible_winning_time_or_configuration
836801,2025-01-01,Fakenham,2m 7f 95y,5155,Good to Soft,Extra Cover,4,79,-113.02,-37.29,-39.97,364.05,403.62,39.57,1.69,7,13.65,6,0.48,2,bad_or_implausible_winning_time_or_configuration
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Just Four Fame,9,80,-113.00,-25.21,-52.33,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
836801,2025-01-01,Fakenham,2m 7f 95y,5155,Good to Soft,Regally Blonde,3,79,-112.52,-36.79,-39.47,364.05,403.62,39.57,1.69,7,13.65,6,0.48,2,bad_or_implausible_winning_time_or_configuration
885236,2025-10-20,Plumpton,3m 1f 157y,5657,Good,Blackacre,2,80,-111.36,-86.93,-136.71,400.80,442.95,42.15,1.64,3,7.62,6,0.60,773,weak_course_distance_sample
893227,2025-12-10,Hexham,2m 7f 63y,5123,Heavy,Superior Glance,3,90,-111.34,90.66,0.12,373.06,418.67,45.61,1.96,11,17.15,5,0.22,69,bad_or_implausible_winning_time_or_configuration
895859,2025-12-29,Kelso,3m 2f 39y,5759,Good to Soft (Soft in places),Great Notions,5,114,-111.21,-55.30,-84.31,398.64,436.20,37.56,1.43,3,9.18,6,0.46,338,weak_course_distance_sample
865308,2025-06-29,Cartmel,3m 1f 107y,5607,Good to Soft (Soft in places),Jelski,6,89,-110.83,-50.48,-78.43,393.51,433.64,40.13,1.57,7,15.16,6,0.46,159,bad_or_implausible_winning_time_or_configuration
837304,2025-01-05,Chepstow,3m 2f 54y,5774,Heavy (Soft in places),Shot Boii,6,103,-110.65,-,-,412.81,449.30,36.49,1.39,2,6.41,1,0.10,0,weak_course_distance_sample
890412,2025-11-20,Wincanton,1m 7f 149y,3449,Good,Juggernaut,4,104,310.30,257.75,289.88,250.39,214.13,-36.26,-2.31,2,2.76,6,0.68,842,weak_course_distance_sample
842721,2025-02-09,Chepstow,2m 7f 131y,5191,Soft (Heavy in places),Livy's Lad,7,83,-110.27,-0.05,-20.09,361.16,395.50,34.34,1.46,20,14.09,6,0.24,43,unusually_slow_or_fast_going
876415,2025-08-30,Newton Abbot,2m 167y,3687,Good,Irisante,3,107,-109.93,-108.25,-125.35,246.65,285.21,38.56,2.30,35,9.13,5,0.94,609,bad_or_implausible_winning_time_or_configuration
865637,2025-06-27,Cartmel,2m 5f 34y,4654,Soft (Good to Soft in places),King Of Cong,7,100,-109.83,-32.29,-57.76,328.40,345.75,17.35,0.82,9,9.03,5,0.28,127,unusually_slow_or_fast_going
890412,2025-11-20,Wincanton,1m 7f 149y,3449,Good,Chicago Storm,5,110,309.80,257.25,289.38,250.39,214.13,-36.26,-2.31,2,2.76,6,0.68,842,weak_course_distance_sample
842697,2025-02-08,Uttoxeter,1m 7f 214y,3514,Soft (Good to Soft in places),What A Time,4,88,-109.65,-19.50,-73.87,239.44,259.39,19.95,1.25,12,7.98,6,0.75,68,unusually_slow_or_fast_going
893227,2025-12-10,Hexham,2m 7f 63y,5123,Heavy,Guernesey,2,98,-109.59,92.41,1.87,373.06,418.67,45.61,1.96,11,17.15,5,0.22,69,bad_or_implausible_winning_time_or_configuration
842536,2025-02-07,Kempton,2m 5f,4620,Good to Soft (Soft in places),Minella Kaiser,7,,-109.52,4.75,-90.41,308.98,332.97,23.99,1.14,11,11.31,7,0.37,48,unusually_slow_or_fast_going
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Lucky So And So,8,104,-109.50,-21.71,-48.83,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Elfride,7,72,-109.45,-21.66,-48.78,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
893227,2025-12-10,Hexham,2m 7f 63y,5123,Heavy,Adveram,1,96,-109.29,92.71,2.17,373.06,418.67,45.61,1.96,11,17.15,5,0.22,69,bad_or_implausible_winning_time_or_configuration
890412,2025-11-20,Wincanton,1m 7f 149y,3449,Good,Rangatira Jack,6,100,309.05,256.50,288.63,250.39,214.13,-36.26,-2.31,2,2.76,6,0.68,842,weak_course_distance_sample
839098,2025-01-11,Ffos Las,2m 4f,4400,Soft (Heavy in places),Grandmaster Flash,10,72,-108.23,-16.95,-39.55,303.58,336.70,33.12,1.66,26,12.98,7,0.39,15,bad_or_implausible_winning_time_or_configuration
845370,2025-02-26,Bangor-on-Dee,2m 1f 77y,3817,Heavy,Night Jet,4,83,-108.20,41.37,-22.00,256.28,296.03,39.75,2.29,9,13.92,6,0.39,37,bad_or_implausible_winning_time_or_configuration
843759,2025-02-15,Wincanton,3m 150y,5430,Soft (Good to Soft in places),Thruthelookinglass,4,107,-108.10,46.51,-52.44,372.49,411.90,39.41,1.60,6,14.62,6,0.32,98,bad_or_implausible_winning_time_or_configuration
895859,2025-12-29,Kelso,3m 2f 39y,5759,Good to Soft (Soft in places),Super Citizen,4,103,-107.46,-51.55,-80.56,398.64,436.20,37.56,1.43,3,9.18,6,0.46,338,weak_course_distance_sample
843759,2025-02-15,Wincanton,3m 150y,5430,Soft (Good to Soft in places),Patanita,3,105,-107.35,47.26,-51.69,372.49,411.90,39.41,1.60,6,14.62,6,0.32,98,bad_or_implausible_winning_time_or_configuration
844851,2025-02-23,Fontwell,2m 5f 164y,4784,Soft (Heavy in Places),Millies Mite,4,77,-107.05,-5.24,-11.53,329.30,356.00,26.70,1.23,19,11.56,6,0.47,3,unusually_slow_or_fast_going
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Prince Cleni,6,80,-106.70,-18.91,-46.03,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
894441,2025-12-18,Exeter,3m 54y,5334,Heavy,Gyenyame,4,117,-106.43,64.35,19.91,381.06,418.95,37.89,1.56,14,16.40,4,0.26,76,bad_or_implausible_winning_time_or_configuration
842700,2025-02-08,Uttoxeter,3m,5280,Soft (Good to Soft in places),Hobb's Delight,6,96,-106.39,21.95,-59.07,375.37,411.34,35.97,1.50,3,8.65,6,0.75,74,weak_course_distance_sample
896321,2025-12-31,Uttoxeter,2m 7f 70y,5130,Good to Soft (Soft in places),Arctic Conditions,4,,-106.34,1.99,-81.15,352.19,384.54,32.35,1.39,25,11.70,6,0.30,346,unusually_slow_or_fast_going
893225,2025-12-10,Hexham,2m 4f 28y,4428,Heavy,Knockeranna Rose,6,,-106.15,78.68,-8.45,316.10,354.15,38.05,1.89,19,14.60,5,0.22,66,bad_or_implausible_winning_time_or_configuration
895859,2025-12-29,Kelso,3m 2f 39y,5759,Good to Soft (Soft in places),Court At Slip,3,102,-105.96,-50.05,-79.06,398.64,436.20,37.56,1.43,3,9.18,6,0.46,338,weak_course_distance_sample
837304,2025-01-05,Chepstow,3m 2f 54y,5774,Heavy (Soft in places),Ultra Beat,5,110,-105.65,-,-,412.81,449.30,36.49,1.39,2,6.41,1,0.10,0,weak_course_distance_sample
842700,2025-02-08,Uttoxeter,3m,5280,Soft (Good to Soft in places),Mister Barclay,5,98,-105.39,22.95,-58.07,375.37,411.34,35.97,1.50,3,8.65,6,0.75,74,weak_course_distance_sample
845371,2025-02-26,Bangor-on-Dee,2m 4f 72y,4472,Heavy,Big City Roller,1,115,-105.38,70.65,-3.16,302.99,345.27,42.28,2.08,8,12.89,6,0.39,38,bad_or_implausible_winning_time_or_configuration
890388,2025-11-20,Warwick,2m,3520,Good to Soft (Soft in places),Paxton Gold,5,,-104.50,-80.08,-81.39,229.50,244.06,14.56,0.91,31,6.80,6,0.35,227,unusually_slow_or_fast_going
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Kazontherazz,5,101,-104.45,-16.66,-43.78,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
893226,2025-12-10,Hexham,2m 4f 28y,4428,Heavy,Pure Sirloin,3,90,-104.08,72.32,-6.75,316.10,358.18,42.08,2.09,19,14.03,5,0.22,67,bad_or_implausible_winning_time_or_configuration
844645,2025-02-20,Huntingdon,2m 3f 137y,4317,Good to Soft (Good in places),Alexandra Larose,1,88,304.05,402.97,326.46,290.52,258.00,-32.52,-1.66,14,11.53,6,0.96,40,bad_or_implausible_winning_time_or_configuration
865308,2025-06-29,Cartmel,3m 1f 107y,5607,Good to Soft (Soft in places),Defence Witness,5,92,-103.33,-42.98,-70.93,393.51,433.64,40.13,1.57,7,15.16,6,0.46,159,bad_or_implausible_winning_time_or_configuration
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Myfanwy's Magic,4,104,-102.95,-15.16,-42.28,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
836801,2025-01-01,Fakenham,2m 7f 95y,5155,Good to Soft,Lady's Present,2,80,-102.52,-26.79,-29.47,364.05,403.62,39.57,1.69,7,13.65,6,0.48,2,bad_or_implausible_winning_time_or_configuration
840901,2025-01-28,Chepstow,2m 11y,3531,Heavy,Lupus Regem,5,110,-102.50,5.15,-9.45,240.18,259.80,19.62,1.22,35,9.55,6,0.31,4,unusually_slow_or_fast_going
888194,2025-11-06,Newbury,2m 69y,3589,Good to Soft,St Aurelia,11,,-102.34,-79.03,-89.64,243.50,253.50,10.00,0.61,25,6.59,5,0.16,226,unknown_or_subtype_mixing_possible
893225,2025-12-10,Hexham,2m 4f 28y,4428,Heavy,Whiskey On Ice,5,110,-101.90,82.93,-4.20,316.10,354.15,38.05,1.89,19,14.60,5,0.22,66,bad_or_implausible_winning_time_or_configuration
855733,2025-05-03,Hexham,3m 41y,5321,Good to Soft (Good in places),Super Citizen,8,100,-101.87,-64.52,-98.05,403.20,428.16,24.96,1.03,13,11.43,7,0.46,164,unusually_slow_or_fast_going
885236,2025-10-20,Plumpton,3m 1f 157y,5657,Good,Ken Roy,1,109,-101.86,-77.43,-127.21,400.80,442.95,42.15,1.64,3,7.62,6,0.60,773,weak_course_distance_sample
841726,2025-01-30,Wincanton,2m 5f 82y,4702,Heavy,Springtime Legend,2,,-101.86,4.81,31.40,310.06,350.10,40.04,1.87,5,18.45,7,0.35,8,bad_or_implausible_winning_time_or_configuration
841726,2025-01-30,Wincanton,2m 5f 82y,4702,Heavy,Bobbi With An I,1,,-101.66,5.01,31.60,310.06,350.10,40.04,1.87,5,18.45,7,0.35,8,bad_or_implausible_winning_time_or_configuration
865308,2025-06-29,Cartmel,3m 1f 107y,5607,Good to Soft (Soft in places),The King Of May,4,92,-101.33,-40.98,-68.93,393.51,433.64,40.13,1.57,7,15.16,6,0.46,159,bad_or_implausible_winning_time_or_configuration
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Siberian Star,3,98,-101.20,-13.41,-40.53,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
842538,2025-02-07,Kempton,2m 5f,4620,Good to Soft (Soft in places),Hawk Stone,9,102,-101.13,11.87,-80.15,308.98,336.71,27.73,1.32,11,10.47,7,0.37,50,unusually_slow_or_fast_going
842538,2025-02-07,Kempton,2m 5f,4620,Good to Soft (Soft in places),Storm Dennis,8,106,-100.93,12.07,-79.95,308.98,336.71,27.73,1.32,11,10.47,7,0.37,50,unusually_slow_or_fast_going
840903,2025-01-28,Chepstow,2m 11y,3531,Heavy,Varinia,12,,-100.55,-8.35,-1.63,240.18,265.95,25.77,1.61,35,9.16,6,0.31,6,bad_or_implausible_winning_time_or_configuration
837304,2025-01-05,Chepstow,3m 2f 54y,5774,Heavy (Soft in places),The Big Reveal,4,85,-99.65,-,-,412.81,449.30,36.49,1.39,2,6.41,1,0.10,0,weak_course_distance_sample
844655,2025-02-21,Exeter,3m 54y,5334,Heavy (Soft in places),Ilovethenightlife,5,126,-99.59,68.67,-49.27,381.06,417.84,36.79,1.52,14,16.57,6,0.21,16,bad_or_implausible_winning_time_or_configuration
888527,2025-11-05,Chepstow,2m 3f 100y,4280,Good to Soft,Dawn's Desire,9,,-99.32,-80.16,-86.24,296.73,317.40,20.67,1.06,21,12.68,7,0.44,216,unusually_slow_or_fast_going
844645,2025-02-20,Huntingdon,2m 3f 137y,4317,Good to Soft (Good in places),Love True,2,93,299.30,398.22,321.71,290.52,258.00,-32.52,-1.66,14,11.53,6,0.96,40,bad_or_implausible_winning_time_or_configuration
894441,2025-12-18,Exeter,3m 54y,5334,Heavy,Sheldon,3,117,-98.93,71.85,27.41,381.06,418.95,37.89,1.56,14,16.40,4,0.26,76,bad_or_implausible_winning_time_or_configuration
884366,2025-10-15,Wetherby,3m 26y,5306,Good,Kiss My Face,1,105,298.86,155.81,271.33,382.89,348.10,-34.79,-1.44,9,25.05,6,0.40,735,high_dispersion_standard
896324,2025-12-31,Uttoxeter,3m 10y,5290,Good to Soft (Soft in places),Nine Nine Nine,7,83,-98.60,11.29,-72.33,371.63,403.09,31.46,1.31,14,13.92,6,0.30,349,unusually_slow_or_fast_going
865308,2025-06-29,Cartmel,3m 1f 107y,5607,Good to Soft (Soft in places),Thehairyfella,3,88,-98.33,-37.98,-65.93,393.51,433.64,40.13,1.57,7,15.16,6,0.46,159,bad_or_implausible_winning_time_or_configuration
845381,2025-02-26,Wetherby,3m 26y,5306,Soft (Good to Soft in places),Hurricane Highway,7,122,-98.01,-22.97,-39.21,361.35,393.80,32.45,1.35,9,26.66,6,0.38,112,high_dispersion_standard
888527,2025-11-05,Chepstow,2m 3f 100y,4280,Good to Soft,Mr Griffiths,8,,-97.82,-78.66,-84.74,296.73,317.40,20.67,1.06,21,12.68,7,0.44,216,unusually_slow_or_fast_going
884366,2025-10-15,Wetherby,3m 26y,5306,Good,Belladinotte,2,79,297.36,154.31,269.83,382.89,348.10,-34.79,-1.44,9,25.05,6,0.40,735,high_dispersion_standard
840902,2025-01-28,Chepstow,2m 7f 131y,5191,Heavy,Bampton Star,6,99,-96.96,36.07,43.98,361.16,398.40,37.24,1.58,20,13.72,6,0.31,5,bad_or_implausible_winning_time_or_configuration
893145,2025-12-09,Uttoxeter,2m 3f 207y,4387,Soft (Heavy in places),It's Maisy,8,96,-96.87,-2.12,-38.70,301.73,322.43,20.70,1.04,31,12.03,5,0.21,112,unusually_slow_or_fast_going
885395,2025-10-21,Perth,2m 4f 35y,4435,Soft,Feach Amach,6,105,-96.62,38.20,-38.36,305.47,329.57,24.10,1.20,23,9.68,7,0.41,154,unusually_slow_or_fast_going
865308,2025-06-29,Cartmel,3m 1f 107y,5607,Good to Soft (Soft in places),Ali Star Bert,2,100,-96.58,-36.23,-64.18,393.51,433.64,40.13,1.57,7,15.16,6,0.46,159,bad_or_implausible_winning_time_or_configuration
893226,2025-12-10,Hexham,2m 4f 28y,4428,Heavy,Getaway Master,2,90,-96.58,79.82,0.75,316.10,358.18,42.08,2.09,19,14.03,5,0.22,67,bad_or_implausible_winning_time_or_configuration
845184,2025-02-21,Exeter,2m 161y,3681,Heavy (Soft in places),Presenting Nelly,3,97,-95.69,24.08,-53.98,253.39,279.56,26.17,1.56,24,12.22,6,0.21,18,bad_or_implausible_winning_time_or_configuration
886745,2025-10-29,Newton Abbot,2m 167y,3687,Good to Soft,Scorporite,11,,-95.68,-27.04,-86.59,246.65,257.63,10.98,0.66,35,11.13,5,0.19,208,unknown_or_subtype_mixing_possible
845185,2025-02-21,Exeter,2m 5f 137y,4757,Heavy (Soft in places),Speiriuil,6,103,-95.41,57.67,-37.56,331.93,365.29,33.36,1.54,9,13.82,6,0.21,19,bad_or_implausible_winning_time_or_configuration
893225,2025-12-10,Hexham,2m 4f 28y,4428,Heavy,Cold Henry,4,,-95.40,89.43,2.30,316.10,354.15,38.05,1.89,19,14.60,5,0.22,66,bad_or_implausible_winning_time_or_configuration
843759,2025-02-15,Wincanton,3m 150y,5430,Soft (Good to Soft in places),Briefly,2,103,-95.35,59.26,-39.69,372.49,411.90,39.41,1.60,6,14.62,6,0.32,98,bad_or_implausible_winning_time_or_configuration
845370,2025-02-26,Bangor-on-Dee,2m 1f 77y,3817,Heavy,Jaitroplaclasse,3,100,-95.20,54.37,-9.00,256.28,296.03,39.75,2.29,9,13.92,6,0.39,37,bad_or_implausible_winning_time_or_configuration
893226,2025-12-10,Hexham,2m 4f 28y,4428,Heavy,King Gris,1,68,-95.08,81.32,2.25,316.10,358.18,42.08,2.09,19,14.03,5,0.22,67,bad_or_implausible_winning_time_or_configuration
895800,2025-12-27,Wetherby,3m 26y,5306,Soft (Good to Soft in places),Little Soiree,14,94,-94.96,-45.72,-49.15,361.35,388.01,26.66,1.11,9,27.06,5,0.31,216,high_dispersion_standard
842538,2025-02-07,Kempton,2m 5f,4620,Good to Soft (Soft in places),Sun Joy,7,106,-94.93,18.07,-73.95,308.98,336.71,27.73,1.32,11,10.47,7,0.37,50,unusually_slow_or_fast_going
876415,2025-08-30,Newton Abbot,2m 167y,3687,Good,Never Told Me,2,,-94.93,-93.25,-110.35,246.65,285.21,38.56,2.30,35,9.13,5,0.94,609,bad_or_implausible_winning_time_or_configuration
843759,2025-02-15,Wincanton,3m 150y,5430,Soft (Good to Soft in places),Badbury Rings,1,101,-94.85,59.76,-39.19,372.49,411.90,39.41,1.60,6,14.62,6,0.32,98,bad_or_implausible_winning_time_or_configuration
865308,2025-06-29,Cartmel,3m 1f 107y,5607,Good to Soft (Soft in places),Judicial Review,1,80,-94.58,-34.23,-62.18,393.51,433.64,40.13,1.57,7,15.16,6,0.46,159,bad_or_implausible_winning_time_or_configuration
896320,2025-12-31,Uttoxeter,2m 7f 70y,5130,Good to Soft (Soft in places),Shesupincourt,8,75,-94.58,14.48,-69.42,352.19,381.99,29.80,1.28,25,11.95,6,0.30,345,unusually_slow_or_fast_going
869062,2025-07-20,Stratford,3m 2f 83y,5803,Good,Ocean Legacy,3,88,-94.53,-9.77,-118.48,400.50,433.15,32.65,1.24,3,6.37,6,0.38,545,weak_course_distance_sample
844653,2025-02-21,Exeter,2m 161y,3681,Heavy (Soft in places),Stinginhisstep,6,,-94.08,28.36,-60.72,253.39,277.98,24.59,1.47,24,12.34,6,0.21,14,unusually_slow_or_fast_going
895859,2025-12-29,Kelso,3m 2f 39y,5759,Good to Soft (Soft in places),Blakey Boy,2,100,-93.96,-38.05,-67.06,398.64,436.20,37.56,1.43,3,9.18,6,0.46,338,weak_course_distance_sample
845370,2025-02-26,Bangor-on-Dee,2m 1f 77y,3817,Heavy,Jackpot Cash,2,92,-93.95,55.62,-7.75,256.28,296.03,39.75,2.29,9,13.92,6,0.39,37,bad_or_implausible_winning_time_or_configuration
862836,2025-06-14,Hexham,2m 4f 28y,4428,Good (Good to Soft in places),Dinons,8,125,-93.74,-112.23,-111.93,316.10,350.48,34.38,1.71,19,15.04,6,0.73,264,bad_or_implausible_winning_time_or_configuration
887959,2025-11-05,Chepstow,2m 16y,3536,Good to Soft,Jacquette,11,,-93.69,-26.74,-82.35,253.27,256.40,3.13,0.19,11,12.32,7,0.44,221,unknown_or_subtype_mixing_possible
888544,2025-11-08,Wincanton,3m 1f 30y,5530,Good (Good to Firm in places),Gustavian,1,127,293.63,163.72,255.31,410.61,375.54,-35.06,-1.39,10,17.53,6,0.24,283,unusually_slow_or_fast_going
887398,2025-11-01,Wetherby,3m 45y,5325,Good,Ga Law,3,155,293.30,175.36,265.34,395.28,356.81,-38.47,-1.59,13,10.75,6,0.39,793,bad_or_implausible_winning_time_or_configuration
842734,2025-02-09,Exeter,2m 161y,3681,Good to Soft (Soft in places),She That Shares,8,,-92.66,-62.73,-70.39,253.52,253.78,0.26,0.02,24,13.05,6,0.28,57,unknown_or_subtype_mixing_possible
845773,2025-02-28,Ffos Las,2m 4f,4400,Heavy,Girls Best Friend,5,,-92.56,62.51,15.80,303.58,330.76,27.18,1.36,26,13.46,5,0.20,43,unusually_slow_or_fast_going
841068,2025-01-25,Uttoxeter,2m 3f 207y,4387,Good to Soft,Polly Pi,9,87,-92.49,-8.44,-55.59,301.73,322.98,21.25,1.07,31,12.00,7,0.22,28,unusually_slow_or_fast_going
840902,2025-01-28,Chepstow,2m 7f 131y,5191,Heavy,The Big Reveal,5,82,-92.46,40.57,48.48,361.16,398.40,37.24,1.58,20,13.72,6,0.31,5,bad_or_implausible_winning_time_or_configuration
884366,2025-10-15,Wetherby,3m 26y,5306,Good,Victory Club,3,92,292.36,149.31,264.83,382.89,348.10,-34.79,-1.44,9,25.05,6,0.40,735,high_dispersion_standard
892736,2025-12-04,Market Rasen,2m 3f 34y,4214,Good to Soft (Soft in places),Lord Maher,7,87,-92.29,-40.34,-67.88,294.85,326.41,31.56,1.65,5,11.44,6,0.50,269,bad_or_implausible_winning_time_or_configuration
894776,2025-12-21,Fakenham,3m 5f 24y,6404,Soft (Good to Soft in places),To Be Sure,4,91,-92.24,-32.24,-41.23,475.42,499.39,23.97,0.82,2,8.80,6,0.34,206,weak_course_distance_sample
843753,2025-02-15,Wincanton,2m 5f 82y,4702,Good to Soft (Soft in places),King Of The Lake,1,102,-92.23,44.98,-63.72,310.06,348.00,37.94,1.78,5,19.31,6,0.32,77,bad_or_implausible_winning_time_or_configuration
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Keppel Queen,2,102,-92.20,-4.41,-31.53,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
845370,2025-02-26,Bangor-on-Dee,2m 1f 77y,3817,Heavy,Eric Carmen,1,71,-92.20,57.37,-6.00,256.28,296.03,39.75,2.29,9,13.92,6,0.39,37,bad_or_implausible_winning_time_or_configuration
852224,2025-04-11,Ayr,2m 5f 91y,4711,Good to Soft,The Four Sixes,1,137,292.05,165.79,300.54,351.14,316.71,-34.43,-1.61,3,8.90,6,0.29,124,weak_course_distance_sample
840552,2025-01-25,Uttoxeter,3m 2f 13y,5733,Good to Soft,Atlanta Brave,4,122,-91.88,13.79,-48.47,405.30,438.69,33.39,1.28,7,14.96,7,0.22,27,unusually_slow_or_fast_going
884366,2025-10-15,Wetherby,3m 26y,5306,Good,Tees Comp's Clive,4,82,291.36,148.31,263.83,382.89,348.10,-34.79,-1.44,9,25.05,6,0.40,735,high_dispersion_standard
842721,2025-02-09,Chepstow,2m 7f 131y,5191,Soft (Heavy in places),Thirtyfour Thirty,6,99,-91.27,18.95,-1.09,361.16,395.50,34.34,1.46,20,14.09,6,0.24,43,unusually_slow_or_fast_going
895800,2025-12-27,Wetherby,3m 26y,5306,Soft (Good to Soft in places),Perfect Poli,13,79,-91.21,-41.97,-45.40,361.35,388.01,26.66,1.11,9,27.06,5,0.31,216,high_dispersion_standard
845189,2025-02-21,Warwick,3m 2f,5720,Soft (Good to Soft in places),Barricane,1,103,-91.20,-3.41,-30.53,379.72,416.88,37.16,1.43,5,13.20,7,0.42,101,unusually_slow_or_fast_going
844655,2025-02-21,Exeter,3m 54y,5334,Heavy (Soft in places),Lady Balko,4,135,-91.09,77.17,-40.77,381.06,417.84,36.79,1.52,14,16.57,6,0.21,16,bad_or_implausible_winning_time_or_configuration
896320,2025-12-31,Uttoxeter,2m 7f 70y,5130,Good to Soft (Soft in places),Coventry,7,82,-91.08,17.98,-65.92,352.19,381.99,29.80,1.28,25,11.95,6,0.30,345,unusually_slow_or_fast_going
840903,2025-01-28,Chepstow,2m 11y,3531,Heavy,King's Consort,11,,-91.05,1.15,7.87,240.18,265.95,25.77,1.61,35,9.16,6,0.31,6,bad_or_implausible_winning_time_or_configuration
848127,2025-03-15,Uttoxeter,1m 7f 168y,3468,Good to Soft,On Top Of The Moon,12,,-90.95,-50.60,-85.44,236.00,245.76,9.76,0.62,50,9.38,5,0.25,109,unknown_or_subtype_mixing_possible
884366,2025-10-15,Wetherby,3m 26y,5306,Good,Thank You Blue,5,104,290.86,147.81,263.33,382.89,348.10,-34.79,-1.44,9,25.05,6,0.40,735,high_dispersion_standard
840902,2025-01-28,Chepstow,2m 7f 131y,5191,Heavy,Shot Boii,4,100,-90.71,42.32,50.23,361.16,398.40,37.24,1.58,20,13.72,6,0.31,5,bad_or_implausible_winning_time_or_configuration
845776,2025-02-28,Ffos Las,2m 3f 83y,4263,Heavy,Mystic Man,5,86,-90.51,39.25,14.24,309.05,340.09,31.04,1.60,9,11.21,5,0.20,46,bad_or_implausible_winning_time_or_configuration
892127,2025-12-01,Plumpton,2m 1f 169y,3909,Soft,Road To Nirvana,7,,-89.76,-5.91,-39.31,264.10,280.10,16.00,0.90,2,15.34,5,0.39,233,weak_course_distance_sample
891846,2025-11-29,Bangor-on-Dee,2m 4f 72y,4472,Heavy (Soft in places),Regal Renaissance,3,112,-89.69,25.83,-37.28,302.99,328.38,25.39,1.25,8,17.59,5,0.28,34,unusually_slow_or_fast_going
836801,2025-01-01,Fakenham,2m 7f 95y,5155,Good to Soft,Malago Rose,1,94,-89.52,-13.79,-16.47,364.05,403.62,39.57,1.69,7,13.65,6,0.48,2,bad_or_implausible_winning_time_or_configuration
890412,2025-11-20,Wincanton,1m 7f 149y,3449,Good,Jaitroplaclasse,7,101,289.05,236.50,268.63,250.39,214.13,-36.26,-2.31,2,2.76,6,0.68,842,weak_course_distance_sample
896320,2025-12-31,Uttoxeter,2m 7f 70y,5130,Good to Soft (Soft in places),Hobb's Delight,6,89,-88.83,20.23,-63.67,352.19,381.99,29.80,1.28,25,11.95,6,0.30,345,unusually_slow_or_fast_going
842700,2025-02-08,Uttoxeter,3m,5280,Soft (Good to Soft in places),Ronnies Reflection,4,85,-88.39,39.95,-41.07,375.37,411.34,35.97,1.50,3,8.65,6,0.75,74,weak_course_distance_sample
853410,2025-04-19,Newton Abbot,2m 2f 110y,4070,Heavy,Daisy Me Rollin,9,,-88.27,-5.51,25.33,267.36,291.37,24.01,1.30,11,5.69,6,0.27,49,unusually_slow_or_fast_going
853410,2025-04-19,Newton Abbot,2m 2f 110y,4070,Heavy,Gorcombe And Wise,8,,-87.97,-5.21,25.63,267.36,291.37,24.01,1.30,11,5.69,6,0.27,49,unusually_slow_or_fast_going
896320,2025-12-31,Uttoxeter,2m 7f 70y,5130,Good to Soft (Soft in places),Sandscape,5,96,-87.83,21.23,-62.67,352.19,381.99,29.80,1.28,25,11.95,6,0.30,345,unusually_slow_or_fast_going
893225,2025-12-10,Hexham,2m 4f 28y,4428,Heavy,Kool Raoul,3,108,-87.40,97.43,10.30,316.10,354.15,38.05,1.89,19,14.60,5,0.22,66,bad_or_implausible_winning_time_or_configuration
887398,2025-11-01,Wetherby,3m 45y,5325,Good,Hewick,4,158,287.30,169.36,259.34,395.28,356.81,-38.47,-1.59,13,10.75,6,0.39,793,bad_or_implausible_winning_time_or_configuration
